English,Lunda,Grammar_Notes,Noun_Class,Verb_Extensions,Agreement_Pattern
In the wilderness toward the daughter of my people,Mwisaña kakukabeta kakuchimunswa mwana wantu jami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Not to fan nor to cleanse,Bayi kulonda kuyipepa hela kuyikwata,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Even a full wind from those places,Hela mpepela yajivulu kufuma kumaluña aya,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall come unto me,Yakaya kudi ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Now will I also utter judgment against them,Dichi nakayihosha yitoñojoka hadi wena nawa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Behold he shall come up as clouds,Tiyaña yakaya neyi mawulu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And his chariots shall be as a whirlwind,Nawa makalu yindi akekala neyi chinjimbi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
His horses are swifter than eagles,Hatuwalu yindi yateli kubadika yatuda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Woe unto us,Oyihuñu yitu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For we are spoiled,Muloña tuñiñi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
O Jerusalem wash your heart from wickedness,Ey Yerusalema yikwataña muchima eyi kufuma kutama,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That you may be saved,Kulonda mwamwamwina,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
How long shall your vain thoughts lodge within you,Iku yitoñojoka yenyu yamukunkulwayi yikashakama mukachi eyi kushika mpinjinyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For a voice declareth from Dan,Muloña izu dichididika kufuma kudi Dani,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And publisheth affliction from mount Ephraim,Nawa dichididika kukala kufuma kumpidi yaEfrayimi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Make you mention to the nations,Yitenahu anyuza,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Behold publish against Jerusalem,Tiyaña bidikeni hadi Yerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That watchers come from a far country,Chakwila antu anakuyikuchika akaya kufuma kwituña dakulehi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And give out their voice against the cities of Judah,Nawa akayididika izu jawu hadi nyisumba yaYuda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As keepers of a field,Neyi antu anakuyikuchika mwipindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Have they set against her round about,Anamushili hadi yindi yamunyeñumuka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Because she hath been rebellious against me,Muloña yanakuvulumuni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Your ways and your doings have procured these things unto you,Njila jeyi niyuma yeyi yinakuyiletela yuma yayi hadi eyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
This is your wickedness,Ichi dichi chiluwanyi cheyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Because it is bitter,Muloña chikwaka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Because it reacheth unto your heart,Muloña yakateli sampu muchima eyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Run you to and fro through the streets of Jerusalem,Yikwataña mwinsumba yaYerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And see now,Nawa tiyeni hayina,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And know and seek in the broad places thereof,Nawa dihujoleni nikufwaya mwimaluña yindi yamunyeñumuka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
If you can find a man,Neyi mwamwamweni muntu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
If there be any that executeth judgment,Neyi kudi muntu anakuyikoñela yitoñojoka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That seeketh the truth,Anakufwaya chachala,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I will pardon it,Nawa nakayibalumuna,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And though they say,Nawa neyi akahosheli nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The Lord liveth,Yehova wamumi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Surely they swear falsely,Mwamweni akasanyika nakuyikwasha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
O Lord are not thine eyes upon the truth,Ey Yehova mesu eyi hiyakukuchika hadi chachala,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
You have stricken them,Mwunakuyibeta,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But they have not grieved,Ilaña hiyakuyitiyisha nsonyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
You have consumed them,Mwunakuyidaku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But they have refused to receive correction,Ilaña akayikaani kuyikwata yikwata,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They have made their faces harder than a rock,Anamubalumuna chamesu jawu kubadika mwala,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They have refused to return,Akayikaani kubalumuka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Therefore I said,Dichi nahosheli nami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Surely these are poor,Mwamweni awa añiñi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They are foolish,Anakwashi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For they know not the way of the Lord,Muloña hiyakuniluka njila yaYehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Nor the judgment of their God,Nawa yitoñojoka yaNzambi jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
I will get me unto the great men,Nakaya kudi antu anshi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And will speak unto them,Nawa nakayihosha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For they have known the way of the Lord,Muloña anamuniluka njila yaYehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the judgment of their God,Nawa yitoñojoka yaNzambi jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But these have altogether broken the yoke,Ilaña awa anamufumpika yikuyu yamunyeñumuka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And burst the bonds,Nawa anamufumpika yikuyu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Wherefore a lion out of the forest,Dichi munyama kufuma kumpata,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall slay them,Yakayibulaya,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And a wolf of the evenings,Nawa mwambwa wakuswela,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall destroy them,Yakayijilumuna,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
A leopard shall watch over their cities,Munyama wakayikuchika nyisumba jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Every one that goeth out thence,Muntu wejima wakafumina kwenoku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall be torn in pieces,Yakayifumpika,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Because their transgressions are many,Muloña yivulumuni jawu yashi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And their backslidings are increased,Nawa yisekesha jawu yanakwasha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
How shall I pardon you for this,Iku nakayibalumuna hadi ichi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Your children have forsaken me,Anyana eyi anamushiyili,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And sworn by them that are no gods,Nawa akasanyika kudi anzambi abula kwikala,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
When I had fed them to the full,Hampinji nakayikwasha yajivulu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They then committed adultery,Kufumahu yanakwila wujila,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And assembled themselves by troops in the harlots houses,Nawa anamupompesha yamutumba mwitala yawujila,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They were as fed horses in the morning,Akekala neyi hatuwalu anakwasha mwusuku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Every one neighed after his neighbours wife,Muntu wejima wakayikwasha yamwina jawu añodi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall I not visit for these things,Komana hinakayikwasha hadi yuma yayi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And shall not my soul be avenged,Nawa muchima wami hiyakayikwasha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
On such a nation as this,Hadi muza wamuchidiwu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Go you up upon her walls,Yikwataña hatupwembu yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And destroy,Nawa mwujilumuna,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But make not a full end,Ilaña bayi mwujilumuna kwikala,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Take away her battlements,Mwufumishi yikuyu yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For they are not the Lords,Muloña hiyakadi yaYehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For the house of Israel and the house of Judah,Muloña mwitala daIsarela niamwitala daYuda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Have dealt very treacherously against me,Anamuvulumuni chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They have belied the Lord,Anamuyidimba Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And said,Nawa ahosheli nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
It is not he,Hiyakadi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Neither shall evil come upon us,Nawa yuma yatama hiyakayiletela yitu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Neither shall we see sword nor famine,Nawa hinakayimona mpoku yakabali hela nzala yakapwelendendi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the prophets shall become wind,Nawa atuprofwetu akayikala mpepela,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the word is not in them,Nawa izu hiyakadi kudi wena,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Thus shall it be done unto them,Dichi yakayikoñela hadi wena,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
O ye children of Benjamin,Enu anyana aBenjamini,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Gather yourselves to flee out of the midst of Jerusalem,Yipompesheni kulonda kufuma mukachi yaYerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And blow the trumpet in Tekoa,Nawa yikwataña chivumba muTekoa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And set up a sign of fire in Bethhaccerem,Nawa yishili chizambi chakesi muBetakarem,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For evil appeareth out of the north,Muloña yuma yatama yamunka kufuma kakukabeta kakuchimunswa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And great destruction,Nawa kujilumuka chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
I have likened the daughter of Zion,Nakuyifanikisha mwana waSiyoni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
To a comely and delicate woman,Kudi muntu wawuwahi niwamwina,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The shepherds with their flocks,Atubiña namutumba jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall come unto her,Akaya kudi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They shall pitch their tents against her round about,Akayishili matenda jawu hadi yindi yamunyeñumuka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They shall feed every one in his place,Akayikwasha muntu wejima kuluña dindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Prepare you war against her,Yikwataña nzambi hadi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Arise and let us go up at noon,Nyamukaku nawa twayi hatulehi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Woe unto us,Oyihuñu yitu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For the day goeth away,Muloña ifuku yafumikili,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For the shadows of the evening are stretched out,Muloña chinyama chakuswela chakwambalika,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Arise and let us go by night,Nyamukaku nawa twayi mwusiku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And let us destroy her palaces,Nawa twayijilumuna yitala yindi yatulehi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For thus hath the Lord of hosts said,Muloña Yehova wamawuta wahosheli nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Hew ye down trees,Yikwataña mitondu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And cast a mount against Jerusalem,Nawa yishili mpwembu hadi Yerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
This is the city to be visited,Ichi chichi musumba wakayikwasha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
She is wholly oppression in the midst of her,Yindi yajivulu yikwasha mukachi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As a fountain casteth out her waters,Neyi kaseloki kachidika menji yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
So she casteth out her wickedness,Dichi yachidika yuma yindi yatama,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Violence and spoil is heard in her,Kuzuwa nikujilumuka kumwumwika kudi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Before me continually is grief and wounds,Kumesu ami hayaya nsonyi niyikuyu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Be thou instructed O Jerusalem,Yikwataña yikwata eyi Yerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Lest my soul depart from thee,Kulonda hinakayiletela muchima wami kufuma kudi eyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Lest I make thee desolate,Kulonda hinakayibalumuni kwikala mwisaña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
A land not inhabited,Ituña abula kushakama muntu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Thus saith the Lord of hosts,Yehova wamawuta nahoshi nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They shall thoroughly glean the remnant of Israel,Akayikwasha antu ashalahu amuIsarela chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As a vine is gleaned,Neyi mutondu wakwasha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Turn back thine hand,Balumukeni chikasa eyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As a grape gatherer into his baskets,Neyi muntu anakwasha yikuyu mwimpaaya yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
To whom shall I speak and give warning,Kudi wejima nakayihosha nawa nakayididika,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That they may hear,Kulonda akayumwile,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Behold their ear is uncircumcised,Tiyaña chikwata chawu chakwawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And they cannot hearken,Nawa hiyakayumwile,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Behold the word of the Lord is unto them a reproach,Tiyaña izu daYehova dichi yihuñu hadi wena,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They have no delight in it,Hiyakayikwasha yikuyu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Therefore I am full of the fury of the Lord,Dichi nidi najivulu kuzuwa kwaYehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
I am weary with holding in,Nidi nafwala nakuyikwata mukachi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
I will pour it out upon the children abroad,Nakayidika hadi anyana akulehi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And upon the assembly of young men together,Nawa hadi yipompesha yanyana akwashi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For even the husband with the wife,Muloña hata muntu wamwina niañodi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall be taken,Yakayikwata,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
